username,rating,language,title,review_text,date,country,sentiment,summary,sentiment_clean
Koen Vandeput,1,nl,Was vroeger ok. Nu alleen maar problemen met betaalkaarten.,Vroeger nooit problemen. Sinds enkele maanden al in verschillende winkels gestaan dat betalingen niet lukken of kaarten om onbekende redenen geblokkeerd raken. Bellen naar klantendienst is ook al een ramp. Men is niet onbeleefd maar een oplossing krijg je niet. Momenteel in het buitenland met geblokkeerde visa om duistere redenen. Allee men heeft het zogezegd gedeblokkeerd maar vooraleer ze terug werkt moet ik een afhaling doen in België. Daar ben ik veel mee in de Dominicaanse republiek. Maw ik ga veranderen van bank en ik raad niemand deze bank nog aan. Wat een verschil met vroeger.,2023-08-21,DO,Positive,The customer is satisfied with the service despite some minor issues.,Positive
MP PM,1,nl,Klantenservice is een dikke nul!!!,"Klantenservice is een dikke nul!!!
Ik hou Argenta als backup om snel weer te kunnen overstappen.",2023-08-17,BE,Negative,The customer had a poor experience with Klantenservice and felt they were being kept up.,Negative
Willy ZACHEL,1,nl,Géén verbinding mogelijk ???,"Ik kreeg sinds gisteren avond en nu nog steeds totaal geen verbinding meer naar mijn rekening niet met mijn app maar ook niet on line krijg ik met Keytrade verbinding ???
Ook klantendienst telefoon is rampzalig want blijkbaar nemen die tussen de middag niet op  ! 
Uiteindelijk werd het toch opgelost via de klanten dienst en moest ik mijn iPad totaal herprogrammeren en de app verwijderen herplaatsen en terug een profiel aanmaken 
Eind goed alles goed",2023-08-10,BE,Positive,"The customer seems dissatisfied with Keytrade's service but is also expressing appreciation for other aspects of their experience, indicating a mixed sentiment.",Positive
Pascal,2,nl,Het is niet meer wat het was,"Al vele jaren klant. Heel lang tevreden als internetbank. Maar bijzonder teleurgesteld na geval van visa-kaart fraude waar, op een uitzondering na van een medewerker van de klantendienst, elke vorm van degelijke communicatie over oorzaak, gevolg, stand van zaken en oplossing afwezig is. Ik ben ervan overtuigd dat er wel een oplossing zal komen, helaas na vele weken. Duidelijke communicatie zou een hoop onduidelijkheid en frustratie kunnen verminderen. Klanten snel binnenhalen is een ding, ze een goede service bieden, dat is een andere uitdaging geworden voor deze bank.",2023-08-08,BE,1. Negative,"2. The customer is dissatisfied with Al vele Jaren's service, citing issues like a slow response times compared to internet banks and frequent misunderstandings due to poor communication between staff and customers. They suggest that such problems could be avoided by providing better customer service.",Negative
kurt popelier,5,nl,heel tevreden,ik gebruik deze als 2de bank en denk eraan als eerste te gebruiken. Met kan ik dankzij visa debit wel betalen met visa in frankrijk. MIJN ING MAESTRO WERKT OP VELE PLAATSEN NIET. Wij organiseren iedere zaterdag samenkomst vrienden eten en drinken en ze betalen mij telkens op einde van de avond met payconicq. Zie niet waar probleem is. Enige minpunt is instant betaling en als je betaald dat je niet ziet wat op de rekening staat en wat beschikbaar is.,2023-08-08,BE,N/A,,N/a
René Houwen,1,nl,"Keytrade goede bank, maar....",Keytrade is een goede bank met een goed digitaal platform. Het is een goede bank als tweede bank en niet als hoofdbank. Reden: de klantenservice bij problemen is enorm. Mijn rekeningen zijn geblokkeerd en ik zit al een maand te proberen om dit eraf te krijgen bij de klantendienst. Ik word constant van de ene naar de andere partij verwezen intern in de bank. Ondanks de goede bank is deze service ontoelaatbaar.,2023-08-03,BE,1. **Sentiment:** Positive,"2. **Summary:** The customer praises Keytrade for being a good bank with a good digital platform, describing it as the second best and not the main one. They express satisfaction with the service provided by the customer service team during the problem resolution process, stating that their suggestions were ignored initially. Despite this issue, they commend the excellent banking service offered by Keytrade.",Positive
Wim Van Cutsem,2,nl,"Gelukkig is het gratis, anders zou ik er niet voor kiezen","P2P betalingen tussen je vrienden via Payconiq werkt niet meer sinds verplichte overstap naar Visa debet kaarten.
Betalingen die door een technische fout (of welke reden dan ook) van hun kant niet geboekt worden, waardoor je Visa debet kaarten geblokkeerd worden (ondanks genoeg saldo). Dit had ik recent voor in Frankrijk. Dus daar sta je dan met geblokkeerde kaarten, zonder dat je de klantendienst kan bereiken.
Klantendienst is nauwelijks tot niet bereikbaar. Een vraag stellen, je mag van geluk spreken als je binnen EEN MAAND antwoord krijgt.
Gelukkig is alles gratis, dus uiteraard kan je geen top service verwachten. Dat is dan ook meteen de enige reden waarom ik er een zichtrekening heb.
Dus 1 ster omdat er alles gratis is en 1 ster omdat de intrest op je spaarrekening er hoger is dan bij de grootbanken. Maar verder is deze bank geen enkele ster waard.",2023-08-01,BE,Negative,"The customer had an issue with P2P betting using Payconiq, which resulted in them having to change their Visa card because the betalingen they received didn't match what was deposited. They also mentioned that the service was unreliable due to technical issues, leading to dissatisfaction. Despite enjoying the free aspect of the service, they found the experience frustrating and felt that it wasn't worth their time or money compared to other banking options.",Negative
HK,2,nl,Te veel minpunten,"Voor dagelijks gebruik met de kaart: top. Maar daar stopt het helaas ook.

Sinds kort kan je de debitkaart niet meer in Payconiq gebruiken voor particuliere betalingen. Je kan dus geen geld meer sturen naar of geld ontvangen van je vrienden met je Keytrade kaart in Payconiq. Dit was met de vorige debitkaart wel gewoon mogelijk. Onbegrijpelijk nu dit niet meer weg te denken is bij een groot publiek.

Ook in het buitenland zijn de kaarten niet betrouwbaar. Onlangs in Frankrijk werden verschillende betaligen geweigerd met de kaart, zowel de debit- als de kredietkaart. Dit gebeurde aan verschillende kassa's, maar ook bvb. aan verschillende péagestations. Zeer vervelend dus. Je moet dus steeds zorgen dat je een kaart bij de hand hebt van een andere bank. Die werkte trouwens wel overal waar de Ketrade kaart niet werkte, waardoor het duidelijk was dat het probleem enkel bij Keytrade kaarten voorkwam.

Wil je dus meer dan enkel kaartbetalingen binnen België, raad ik Keytrade niet aan. Zeer jammer, want voor de rest wel tevreden van hun formules en online platform bvb.",2023-08-01,BE,Neutral,"The customer has a mixed experience with Payconiq's services. They appreciate the previous service but express dissatisfaction with the inconvenience of using their debit card directly in Payconiq for specific transactions, which prevented them from receiving additional funds through their Keytrade account. There is also a general frustration about the lack of support for Dutch customers. The customer recommends switching to another bank for better services.",Neutral
Laure B.,5,nl,Beste online bank van België,Zeer goede ervaring. Eenvoudige ap die doet wat het moet doen. Bijna alles is gratis en ik krijg 5 cent per verrichting op mijn zichtrekening!,2023-07-31,BE,Positive,"The customer is satisfied with the service, finding it free and meeting their expectations.",Positive
Pieter D,2,nl,De klantendienst was bij mij in ieder…,"De klantendienst was bij mij in ieder geval wel vlot te bereiken, op 21 juli dan nog wel! Ik kreeg een heldere uitleg  van een competent medewerker. Hier geen klachten dus.
Ondertussen 12 dagen verder nu. Klantendienst nog altijd redelijk vlot bereikbaar, in tegenstelling tot mijn rekeningen waar ik nu al 12 dagen na elkaar niet kan inloggen. Je zult deze bank maar als hoofdbank hebben 😒",2023-07-21,BE,1. **Sentiment:** Negative,"2. **Summary:** The customer had a negative experience with the service for two weeks, finding it not satisfactory and complaining about it persistently.",Negative
Hilde Desmet,5,nl,12 jaar tevreden klant,"Prettige interface en app, volledig gratis en behoorlijk vlot telefonisch te bereiken als het nodig is.",2023-07-14,BE,Positive,"The interface and app are pleasing, and it is free, requiring no payment for phone calls.",Positive
Styn Stevens,3,nl,Aanmaak Azur rekening duurt te lang. Getrouwheidspremie niet correct berekend,"Samenvatting :

Slechte helpdesk support. Lange wachttijden aan telefoon. Openen van Azur rekening neemt 6 weken in beslag en is zeer omslachtig. 

Probleem met behoud (of berekening) van getrouwheidspremie/verwervingsperiode bij transfer tussen HF rekening en AZUR rekening en terug. Dit probleem is uiteindelijk na 3,5 maanden opgelost.

22/06/2023:
Aanvraag Azur rekening

Uiteindelijk drie weken na aanvraag een vriendelijke behulpzame medewerker aan de lijn gehad. Heeft mij beloofd om de Azur rekeningen laten aan te maken op korte termijn. 

24/07/2023:
Nog steeds geen rekening.In tussentijd deel van de fondsen naar andere bank getransfereerd.

31/07/2023:
Een bericht gekregen op mijn GSM. Volgens het bericht heeft iemand mijn GSM nummer op mijn Keytrade account gewijzigd. Met Keytrade hierover gebeld. GSM nummer was niet gewijzigd. Hadden hiervoor geen verklaring. Vreemd.

Aangelogd op website. Blijkbaar is er een nieuwe zichtrekening / spaarrekening en beleggingsrekening gecreeerd terwijl ik enkel twee Azurrekeningen had gevraagd.
Ook mail gekregen van Keytrade ""Welkom bij Keytrade bank…"". Ik ben blijkbaar een nieuwe klant.
Probeer dit nu aan te kaarten via telefoon maar geraak niet binnen .

Uiteindelijk opgegeven om te bellen en klacht ingediend. Wachttijd 4 weken volgens de auto reply.

Ja veel frustratie, tijd en telefoonkosten voor het openen van twee spaarrekeningen. U weze gewaarschuwd…

Ik probeer nu iemand te bereiken hoger in de Keytrade hierarchie om dit aan te kaarten.

03/08/2023:
Uiteindelijk is er een vriendelijk reactie gekomen van Keytrade ( dank zij deze review veronderstel ik ) en werden de Azur spaarrekeningen correct aangemaakt. Mijn input bleek waardevol en zou worden gebruikt voor de verbetering van de dienstverlening. Succes gewenst !

08/08/2023:
Op 07/08/2023 uitstaand saldo getransfereerd van HF spaarrekening naar AZUR spaarrekening. 
Op 08/08/2023 uitstaand saldo opnieuw getransfereerd van AZUR spaarrekening naar HF spaarrekening. 

Volgens de rentesimulatie van Keytrade is mijn getrouwheidspremie verloren op de HF spaarrekening en begin ik nu met een nieuwe periode van opbouwen van getrouwheidsintrest verworven binnen 365 dagen. Dit is niet correct. 
Ik behoud wettelijk mijn getrouwheidspremie/verwervingsperiode die ik al heb opgebouwd, bij een transfer tussen twee gereglementeerde spaarrekeningen en terug binnen dezelfde bank. Deze transfer mag drie maal per jaar gebeuren zonder verlies getrouwheidspremie. Ik heb daarom een correctie gevraagd van de berekening van de getrouwheidspremie waar ik recht op heb.

Om 21.30 binnengeraakt bij helpdesk om dit ook telefonisch te bespreken. Na identificatie door medewerker doorverbonden en opnieuw in de wachtrij gezet. Uiteindelijk ingehaakt wegens lange wachttijd.

10/08/2023:
Antwoord van Keytrade dat er geen probleem is met de berekening van mijn getrouwheidsintrest. Ik heb opnieuw mijn uitleg gedaan en hoop op enig inzicht vanwege Keytrade. Zoniet zal ik mij tot de ombudsman van de federale overheid/ombudsfin moeten wenden om de knoop door te hakken. Uiteraard zal ik ook de FSMA op de hoogte brengen.

17/08/2023:
Antwoord van Keytrade. Blijkbaar is er een bug in het IT systeem waardoor de intrest calculatie niet correct wordt berekend. Het gaat worden rechtgezet.

22/08/2023:
Vandaag gecontroleerd of de intrestberekening nu correct is maar spijtig genoeg is dit nog steeds niet in orde.

19/09/2023:
Vandaag gecontroleerd of de intrestsimulatie nu correct is maar spijtig genoeg is dit nog steeds niet het geval.

28/09/2023: 
Uiteindelijk klacht ingediend bij Ombudsfin. 

13/11/2023:
Nog steeds geen oplossing.

21/11/2023:
Bericht gekregen van Ombudsfin. Het probleem met de verkeerde intrestsimulatie is opgelost voor alle betrokken klanten. Eind goed al goed. Maar het heeft wel zeer lang geduurd. Bij deze sluit ik deze topic af. 

Conclusie:
Ik heb veel tijd in Keytrade gestoken en aangezien tijd = geld moet ik besluiten dat het gratis verhaal van Keytrade met een korrel zout moet worden genomen. Ik denk niet dat Keytrade te kwader trouw is maar de customer support moet dringend beter. Aangezien er toch een oplossing is gekomen en rekening houdende met de concurrentiële intrestvoeten op de spaarrekening in combinatie met de mogelijkheid om te beleggen op de beurs upgrade  ik mijn beoordeling van 1 naar 3 sterren.",2023-07-04,BE,Neutral,"The customer wrote a positive review about Samenvatting and received excellent help from Azur rekening, but expressed frustration with occasional issues like delayed transfers and unclear communication.",Neutral
Dirk Dewulf,1,nl,Zolang je geen klantendienst nodig hebt…,"Zolang je geen klantendienst nodig hebt is het meer dan OK maar wat een ramp als je er wel één nodig hebt. 
Onbereikbaar, incompetent, onbeleefd. Dit geeft een heel wrang gevoel. 
Ik heb daar behoorlijk wat geld staan maar niets lijkt te helpen. Zelf als je een officiële klacht indient bij hun klachtendienst antwoorden ze dat ze een termijn nemen van 4 weken om je te antwoorden.
Ook bij de gewone mails gebruiken ze die termijn maar je krijgt nooit een deftig antwoord.",2023-06-19,BE,1. Negative,"2. The customer is expressing dissatisfaction with their experience at a non-profit organization, describing it as ""incompetent,"" ""impatient,"" and ""unprofessional."" They also mention facing negative repercussions for their involvement in the program and being unable to help others due to their own lack of competence. Additionally, they criticize the organization's communication methods, stating that the term ""termijn"" does not get through and that employees waste time discussing this issue instead of providing actual assistance.",Negative
Martin Thienpont,5,nl,20 Jaar klant bij Keytrade bank!,"Ben zo ongeveer 20 jaar klant bij Keytrade bank, voor zicht-, spaar,- en effectenrekening, Visa en Keyplan. Altijd zeer tevreden geweest over de tarieven, service en de veilige inlog en interface voor het bankieren en beleggen in aandelen. 

Zeer uitgebreide ""Globale Analyse"" met veel info over beursgenoteerde bedrijven die u vaak niet vindt bij andere banken/brokers, zeer handig om zelf te beleggen in aandelen. Mooie duidelijke interface/dashboard met verschillende info over je portefeuille, indexen, grondstofprijzen, real time koersen, enz... 

Oprecht nooit enig probleem ervaren, de telefonische service/info is makkelijk en snel bereikbaar tot 22u., men is steeds vriendelijk en behulpzaam, helemaal TOP!

Bovendien 5 cent per bankverrichting cadeau, ook de % cashbacks bij aankopen bij partnerbedrijven is zeker een aanrader.

Ben klant bij meerdere banken/brokers en kan stellen dat Keytrade er voor mij positief bovenuit steekt qua klantvriendelijkheid, behulpzaamheid, online banking en werking effectenrekening  (aandelen) en de gunstige tarieven. Wie Keytrade geen goede bank/broker vindt zal die naar mijn gevoel  nooit vinden. 

Nog enkele ervaringen:
27/11/2021 contact gehad met Keytrade via mail, mijn mail verstuurd om 9:24u en om 10:18u al antwoord. Tweede mail gestuurd om 10:29u en om 12:44u al antwoord. Gisteren 26/11/2021, op vrijdagavond 20u telefonisch contact opgenomen en vrijwel direct antwoord, na een drietal veiligheidsvragen te beantwoorden om mijn identiteit te controleren meteen een deskundige en vriendelijke uitleg gekregen , ""OP BLACK FRIDAY 20U"" terwijl alle beurzen gesloten zijn, ook de Amerikaanse, probeer dat eens bij een andere bank. Dank u Keytrade! 

10/12/2021 Vrijdagavond 20:30u telefonisch contact opgenomen en na de keuzemenu is er direct opgenomen door een vriendelijke medewerker en na een paar veiligheidsvragen heeft hij mij perfect en deskundig te woord gestaan. Keytrade doe zo verder, helemaal TOP!

21/02/2022 Telefonisch contact opgenomen om 21:20u, na 2 beltonen is er opgenomen en ben ik vriendelijk en professioneel te woord gestaan.

Na mijn jarenlange (intensieve) ervaring met Keytrade bank is en blijft Keytrade mij favoriete bank/broker.",2023-06-17,BE,Positive,"The customer had a highly positive experience with Keytrade bank, praising its banking services, security measures, and customer support. They appreciated the easy navigation, clear information, and reliable service, mentioning that it was a superior alternative to other banks they had tried.",Positive
Peter Borreman,1,nl,Ik kan alleen maar bevestigen wat ik…,"Ik kan alleen maar bevestigen wat ik hier al eerder lees.  Klantendienst niet te bereiken.  Half uur aan wachtbandje gehangen en dan maar uit pure frustratie ingelegd.  
Dan maar mailtje ... met standaard antwoord: feedback kan tot 1 maand (!!!) duren.   
Wat ik nog deed bij Keytrade bank was sowieso al niet veel meer.  Ik ga alles weghalen nu.",2023-06-16,BE,Negative,The customer is dissatisfied with Keytrade Bank's service and the response time for feedback.,Negative
Stefaan Ringoot,2,nl,Keytrade nog betrouwbaar?,Keytrade blijkt niet meer in staat om op een redelijke termijn te reageren op schriftelijke correspondentie. In sommige gevallen bevestigen ze zelf een wachttijd van 1 maand!! Heb hetzelfde ondervonden met Telenet. Maar dit is wel een bank! Is het nog wel veilig om daar uw centen aan toe te vertrouwen? Ik beperk in ieder geval mijn eigen risico's.,2023-06-14,BE,1. **Sentiment:** Negative,"2. **Summary:** The review is negative as the customer criticizes Keytrade's performance, particularly their ability to react quickly on written correspondence, and expresses frustration with repeated delays, mentioning Telenet as an alternative service.",Negative
pieter de smedt,1,nl,Niet tijdig een nieuwe debet kaart,"Al een aantal jaar klant zonder problemen tot recent. In het begin van de vorige maand merkte ik op dat mijn kaart zou vervallen en ik had nog geen nieuwe kaart gekregen. Ik belde zelf de klanten dienst op om proactief het probleem te vermeiden. De klanten dienst kijk het na en toevallig net die dag zou mijn nieuwe kaart verstuurd zijn en ik zou deze zeker hebben voor de eind datum. De maand verstrijkt, geen nieuwe kaart, oude is geblokkeerd kan niet meer betalen in de winkel. Terug 5 tal pogingen om de klanten dienst te bereiken per telefoon want per email krijg ik geen reactie. ""Door technische fout is de kaart niet verstuurd maar die is opgelost en de kaart is net vandaag verstuurd"". Toevallig elke keer dat ik bel, zou de kaart diezelfde dag verstuurd zijn geweest. Indien toeval (wat mijn merkwaardig lijkt) zijn ze ook de eerste keer niet eerlijk zijn geweest want toen was die kaart ook al onderweg. Ik heb ondertussen uit noodzaak een gratis rekening bij KBC geopend om terug een werkende kaart te hebben en had mijn kaart van de nieuwe KBC rekening sneller dan de vervang kaart van Keytrade. Fouten kunnen gebeuren maar als de klant zelf er vroeg bij is om het op te lossen wordt er gewoon niets mee gedaan. Ook geen begrip voor het ongemak, ze gaan er van uit dat je wel ergens anders ook klant zult zijn en zo het gemis kunt opvangen. Ik vraag mij af of ik ooit de vervang kaart zal krijgen. Als je dagelijkse bank kun je beter anders zoeken dan Keytrade.",2023-06-14,BE,N/A,,N/a
Danielle,1,nl,"Ooit top, maar nu flop!","Al jaren klant bij deze bank. Maar problematisch bij een erfenis 2 jaren geleden. Recentelijk veranderen ze plots hun beleid (in mijn geval gaat het over het instellen van limietorders). Dat wordt nergens aangegeven, noch richtlijnen hierover. Hier verlies je ontzettend veel tijd mee (dat is nog het minste). Toegezegde commerciële gestes worden vervolgens niet uitgevoerd. En je blijft maar bellen naar hen. Nooit zo'n slechte service gehad bij een bank. Mijn besluit is gemaakt. Ik ben hier weg.",2023-06-13,BE,1. **Sentiment:** Neutral,"2. **Summary:** The customer found the service at the bank satisfactory but noticed issues over a period of two years, which affected their trust in the company's implementation of policies. They criticized the recent changes made to their account and expressed dissatisfaction with the lack of personalized attention compared to other banks. However, they still appreciated the overall service quality.",Neutral
Katja Pots,1,nl,GEWOON WEGBLIJVEN !,"GEWOON WEGBLIJVEN !
Alles duurt een eeuwigheid : een rekening openen. bellen naar de klantendienst. antwoorden op emails.
De waslijst van de technische problemen die ik al ervaren heb wil ik iedereen besparen. 
Payconiq werkt niet bij Keytrade. 
als je jezelf een boel frustraties wil besparen, ga naar een andere bank !",2023-06-08,BE,Negative,"The customer is unhappy with GEWOON, complaining about issues with their service, particularly the lack of support with Keytrade and frustration from trying to resolve issues elsewhere.",Negative
Johan SCHANDEVYL,1,nl,Spookbank?…,"Doe aanvraag voor nieuwe toegangsrechten. Na een week nog geen reactie. Probeer tot vervelens toe te bellen. Antwoordantwoordapparaat, keuzemenu en dan eindeloos wachten om uiteindelijk zonder communicatie achter te blijven. Hoe het verder moet?",2023-05-31,BE,Negative,"The customer is dissatisfied with the responsiveness and communication after receiving new products. They criticize the ""answerantwoordapparaat,"" mentioning confusion about ordering and communication issues that persist beyond the initial interaction.",Negative
Veerle Verhelle,1,nl,Keytrade is onbereikbaar bij problemen.,Keytrade is onbereikbaar bij problemen.,2023-05-30,BE,Negative,"The customer is expressing dissatisfaction with Keytrade, stating it's ""onbereikbaar bij problemen.""",Negative
Wobbelturnen,1,nl,Bende dieven,"Bende dieven, we geraken gewoon niet meer aan ons geld 

Geen antwoord via mail, telefoon...
De naam bank niet waardig.

En al veel gedupeerden.  
Blijf er aub weg!!",2023-05-16,BE,1. **Sentiment:** Neutral,"2. **Summary:** The customer seems frustrated about not receiving a response and finds fault with the bank's service, but does so in a generally unemotional manner without clearly indicating sentiment as positive or negative.",Neutral
Mark,1,nl,Onbereikbare support,"Sinds de overname zijn ze amper nog bereikbaar. Kosten zijn gestegen, apple Pay werkt niet, Payconic is problematisch. 

Helpdesk bellen is gewoon een drama, en op mails wordt pas gereageerd na een week.",2023-05-03,BE,Negative,"The customer has a negative experience with the service due to issues with Apple Pay and the difficulty of contacting the support, leading to delays in addressing their problem.",Negative
Rolf Van Moer,1,nl,contactcenter onbereikbaar,al dagen telefonisch niet binnen te geraken in het contactcenter en geen antwoord op emails,2023-05-02,BE,Negative,The customer is frustrated as they reported issues with a phone call not being answered and no response to emails.,Negative
Jürgen Wyffels,5,nl,No nonsense online bank voor wie dagelijks bankieren wil,"Al 2j klant bij Keytrade: meestal positieve ervaringen! Bewust gekozen voor deze bank: bij mijn vorige bank slechte ervaringen gehad (aan het loket al te vaak wandelen gestuurd) en bij Keytrade werkt alles gewoon (online) zoals ik verwacht. Pijnpunt is misschien wel de trage reacties op jouw mails.  Maar is nog altijd beter dan een bank waar je aan het loket toch doorgestuurd word naar... het hoofdkantoor 'per mail'. Een vriendin van mij was laatst nog over het klagen over een (dure) rekening zij had bij ING: aan het loket komen... enkel op afspraak in haar geval...Ideale bank voor dagelijks bankieren, zonder franjes, goedkoper dan goedkoper...",2023-05-02,BE,Positive,"The customer is very satisfied with Keytrade, praising its positive reviews and excellent service. They also mention being pleased that the account has been transferred smoothly without any hiccups and enjoy using it for daily banking needs.",Positive
heer Vermeylen,1,nl,Klantvriendelijkheid kennen ze niet.,"Als bank is Keytrade misschien goed maar hun service is beneden alle peil. Klantvriendelijkheid is hen onbekend. Een voorbeeld, onze bankkaart was bijna vervallen dus wij vragen aan keytrade voor een nieuwe kaart. Wij merken dan dat de kaart zou verstuurd zijn. Na 2 weken nog geen kaart dus we sturen, via de contactpagina in Keytrade, een bericht om te vragen wat er gaande is. Geen antwoord. Een week later valt de bankkaart eindelijk in de bus (3 weken vroeger verzonden). Je kan dan kiezen om de nieuwe code te ontvangen via SMS, dat doen wij maar dat lukt niet. Dus telefoneren naar Keytrade. 40 minuten wachten en eindelijk een medewerker aan de lijn. Ze doen dan een check om te zien dat je het wel echt bent en je moet dan inloggen. Maar dat lukt niet zo snel en de operator heeft geen tijd meer en sluit het gesprek af. Ze vinden het normaal dat jij 3 kwartier wacht maar als je ze eindelijk aan de lijn krijgt dan hebben ze plots zelf geen tijd meer.
Dus opnieuw een bericht verstuurd aan Keytrade maar weer geen antwoord.  Drie dagen later dan nog maar eens per telefoon contact opgenomen. Natuurlijk weer langer dan een half uur wachten maar de medewerker nu kon ons wel helpen. Eindelijk. 
Maar ons vertrouwen in Keytrade is ernstig geschaad en wij vragen ons af of we geholpen worden als er eens een ernstig probleem is.",2023-04-28,BE,1. **Sentiment:** Negative,"2. **Summary:** The customer had a frustrating experience with Keytrade's service and found the bank's response unhelpful, leading to further complications.",Negative
Dirk Bogaerts,1,nl,Als je graag eens 1 uurtje dezelfde muziek hoort,"Na 2 keer meer dan 40' aan de lijn te hangen heb ik maar ingelegd. Hopeloos. Wacht nu op het antwoord via e mail, maar daar heb ik ondertussen ook lage verwachtingen van.",2023-04-27,BE,Neutral,The customer received disappointing results; they checked their order via email but felt overlooked.,Neutral
manuel,3,nl,Login is catch 22 - helpdesk neemt niet op,"Login is catch 22: de login via web vraagt om de softkey op je GSM profiel. De app op de GSM vraagt om de softkey van de webtoepassing.
Helpdesk neemt pas op na meer dan half uur.
Uiteindelijk is er wel een oplossing gevonden",2023-04-20,BE,Negative,The customer is dissatisfied with the login process and finds the customer service unhelpful.,Negative
ivo Hermens,1,nl,pensioenfonds keytrade,"Ik heb mijn pensioenfonds twee maanden geleden verkocht, maar het vrijgekomen bedrag is nog steeds niet beschikbaar. Telefonisch is keytrade onbereikbaar. Ook op de inmiddels 5 verstuurde E-mails met de vraag voor uitleg ontvang ik geen enkele reactie (buiten een auto-replay). Bij Argenta was de verkoop van mijn pensioenfonds binnen drie dagen in orde en stond het geld op dag 4 op mijn zichtrekening.",2023-04-13,BE,1. **Sentiment:** Neutral,"2. **Summary:** Ik heb mijn pensioenfonds twee maanden geleden verkocht, maar het vrijgekomen bedrag is nog steeds niet beschikbaar. Telefonisch is keytrade onbereikbaar. Ook op de inmiddels 5 verstuurde E-mails met de vraag voor uitleg ontvang ik geen enkele reactie (buiten een auto-replay). Bij Argenta was de verkoop van mijn pensioenfonds binnen drie dagen in orde en stond het geld op dag 4 op mijn zichtrekening.",Neutral
Dimitri Smets,2,nl,Ik heb voor de moment nog geen goede…,"Ik heb voor de moment nog geen goede ervaring met deze bank.
Ik moet al 5 weken een login per post toe gestuurd krijgen , maar blijkbaar na de 2e login te versturen weten ze mijn adres duidelijk niet te vinden !! Wat vreemd is want de debetkaart had ik na 7 dagen al ontvangen
Ik kan maar beter een andere zoeken om te sparen en beleggen.",2023-04-12,BE,1. **Sentiment:** Negative,2. **Summary:** The customer had very poor service at that moment; they need to get a login every week but are frustrated because the second login doesn't give them their address as it was previously correct. They wish there were other ways to save money and feel better about their experience.,Negative
Olivier Boelen,1,nl,slechte service,"slechte service, wachttijden en doorverbinden, niet doen, hoe kan zo een bank een banklicencie krijgen, begrijp ik niet, kan er dan  niemand ingrijpen en dat zo laten blijven verlopen, een schande",2023-03-31,BE,1. **Sentiment:** Negative,"2. **Summary:** The service was poor with complaints about slow processing times and inadequate customer service, leading to inconvenience and frustration for the individual. They mentioned that it's difficult for customers like them to resolve issues and that such incidents can have lasting negative impacts on their experience with a bank.",Negative
New Info,1,nl,Geen Payconiq functie meer! Keytrade stapte eruit!,"Heeft geen werkende payconiq meer sinds nieuwe bankkaarten. Ze verwijderden de functionaliteit bij elke nieuwe kaart. Ik ben er bijna 20 jaar klant, maar ik denk er nu aan om over te stappen naar een andere bankinstelling en alle rekeningen daar af te sluiten. 
Met reclame proberen ze u wijs te maken dat de nieuwe kaart een verbetering is. Ik merk enkel dat de payconiq niet meer werkt en bij niemand met een nieuwe kaart. Payconiq wordt een Europees betaalmiddel/app. Maar Keytrade is hiertegen en dus stapte ze eruit!",2023-03-30,BE,Positive,The customer is satisfied with the payconiq feature and appreciates the improvements it brings to each new card.,Positive
charlesleflamand,4,nl,Al 10 jaar lang zeer tevreden van deze bank,"Ik ben al meer dan 10 jaar klant bij Keytrade. 
POSITIEF: * Gratis zichtrekening spaarrekening en beleggersrekening * Gratis Visa kaart (bij min 12 verrichtingen/jaar * goed fondsen aanbod aan lage kost / Keyplan fondsen gratis (na min 5 jaar looptijd) * lage beurstransactie tarieven * hoger dan andere banken spaarrekening rente * redelijk goed (passief) belegginsadvies via Global Analyzer module * goede veilige en snelle app 
MINDER POSITIEF: Wat traag bij antwoorden emails (maar er komt uiteindelijk wel altijd een behulpzaam antwoord) = reden voor 4 sterren ipv 5 
BESLUIT: Zeer goede bank met ruim gratis aanbod voor zowel de kleine belegger, spaarder en gebruiker van enkel zichtrekening en of maestro en visa",2023-03-11,BE,Positive,"The customer is highly satisfied with Keytrade, enjoying free tracking and tracing, a free Visa gift card, good services, competitive pricing, and great reviews from others.",Positive
Frank A.,1,nl,WEGBLIJVEN BIJ DEZE BANK,"WEGBLIJVEN BIJ DEZE BANK! Klantenservice bestaat zelfs niet bij deze bank. 1 ster is zelfs nog teveel. Rekening afsluiten bij deze bank in onbegonnen werk, Reeds 3 maanden bezig om rekeningen af te sluiten, nog steeds niet in orde. Op e-mail wordt gewoon niet geantwoord, telefonisch bereikbaar na 1 uur wachten als je geluk hebt, ze beloven dit in orde te brengen maar ik wacht nu al 2 maanden vruchteloos. 1 Gouden tip : blijf gewoon weg bij deze bank, enkel een hoop frustratie en miserie!!!!",2023-03-06,BE,1. **Sentiment:** Negative,"2. **Summary:** The customer is dissatisfied with their service at this bank and finds it frustrating, often being late for services and receiving negative responses on email or phone. They advise others not to go there and express disappointment by missing out on a good tip.",Negative
